Lower	Upper	Sex	Exposure	scenario	total_cso_driven	total_lss_cso_driven	total_ncso_driven	remaining_cancer_risk	total_lss_ncso_driven	total_no_CSO_driven	total_lss_no_CSO_driven	first_cso_ratio	breakeven_ratio
40	44	Female	Any	old_3	584.3812441327849	11.717645712434601	515.6693460819713	0.030386421455970074	2.9975504091976086	584.3812441327849	14.71519612163221	0.7962955855687827	0.11758060126105052
40	44	Female	Any	old_4	566.8895367422544	10.16514023671828	512.3791714339241	0.02416017692382019	2.533957456430801	566.8895367422544	12.699097693149081	0.8004616140721696	0.0961569437700072
40	44	Female	Current	old_3	617.7491652620281	20.409138249722325	522.1770403143655	0.04247034741514912	4.565155152482585	617.7491652620281	24.97429340220491	0.8172058332557453	0.15471024539082
40	44	Female	Current	old_4	595.9464568554806	18.08540581434276	517.7430069197395	0.034269911293055955	3.9113448047237207	595.9464568554806	21.996750619066482	0.8221853367136225	0.1312256311554945
40	44	Female	Former	old_3	588.5280845576295	12.469076252045939	517.3148475766534	0.033470617860214845	3.310768837077244	588.5280845576295	15.779845089123183	0.7901900292190251	0.1210022747419165
40	44	Female	Former	old_4	570.3671649621419	10.846925405426063	513.6861862469768	0.026643087965765595	2.8014670245612314	570.3671649621419	13.648392429987295	0.794740146949025	0.09937630038525676
40	44	Female	Never	old_3	575.0312451106288	9.395595493718732	513.5572045302309	0.026398625918669136	2.517451787725285	575.0312451106288	11.913047281444017	0.7886811217775896	0.10690556574638135
40	44	Female	Never	old_4	558.7935541964957	8.050157636367066	510.6552718261426	0.020865880397236483	2.114772032227682	558.7935541964957	10.164929668594748	0.7919540910586508	0.08614681040759758
40	44	Male	Any	old_3	548.0491233517675	9.11883665701502	507.9542181274353	0.015659320945809515	1.457365973215368	548.0491233517675	10.576202630230387	0.8622032856055802	0.07315932735941477
40	44	Male	Any	old_4	540.4266259656973	8.04920843741773	506.46859767497114	0.012771961982768969	1.2334122563401304	540.4266259656974	9.282620693757861	0.8671267202408104	0.06283559443438994
40	44	Male	Current	old_3	579.6270676835363	17.242311216139598	511.45399535176546	0.022394967007516774	2.444032049438331	579.6270676835363	19.68634326557793	0.8758513952303278	0.11761540502969035
40	44	Male	Current	old_4	568.0033089487799	15.314372950401996	509.48666742693115	0.018620050402578345	2.1062369365314573	568.0033089487799	17.420609886933452	0.8790951091723106	0.10302165603603122
40	44	Male	Former	old_3	547.7757238508856	9.093785508391647	507.98950363436154	0.0157276943267555	1.4552849916064123	547.7757238508856	10.54907049999806	0.8620461403109706	0.07263231735942093
40	44	Male	Former	old_4	540.1905873693809	8.031443293161537	506.4913053719821	0.012816222713269675	1.2303547929955738	540.1905873693808	9.26179808615711	0.8671581067142363	0.062384059969477365
40	44	Male	Never	old_3	536.4010076553707	6.095421855146104	506.6242695138242	0.013075310269247445	1.0895744416475375	536.4010076553707	7.184996296793642	0.8483542097114555	0.055512084646711916
40	44	Male	Never	old_4	530.2528344092051	5.3424836659578085	505.3262926014086	0.010540303719382877	0.9087797065245864	530.2528344092051	6.251263372482395	0.8546246330741769	0.0470087856023797
45	49	Female	Any	old_3	631.5757179128535	20.489507004321755	521.6603835557593	0.04152200212735545	4.6067816317418515	631.5757179128535	25.096288636063605	0.8164357408161994	0.17403350261838385
45	49	Female	Any	old_4	605.8137756816702	17.873051820062727	517.3805207843093	0.033593303354292586	3.9107001371400516	605.8137756816701	21.783751957202778	0.8204762822849265	0.1459743215608699
45	49	Female	Current	old_3	701.0338855196593	40.84237317214361	531.902609542994	0.05997829108303186	7.661295849797315	701.0338855196593	48.50366902194092	0.842047086245544	0.2412597728443503
45	49	Female	Current	old_4	667.5138291816463	36.43264462067444	526.1445638925993	0.04969083724665472	6.631997595635489	667.5138291816461	43.06464221630993	0.84599900859913	0.21178477375122196
45	49	Female	Former	old_3	638.0474835282853	22.02276172297034	523.5278599474357	0.044940989290995735	5.052469526879375	638.0474835282853	27.075231249849715	0.8133914543423366	0.17948448436404316
45	49	Female	Former	old_4	611.4281694989362	19.268189014353513	518.9040621966648	0.03643074620892096	4.295012153534883	611.4281694989362	23.563201167888398	0.8177237412296905	0.15132457403474672
45	49	Female	Never	old_3	612.8580437907253	15.130045843184627	518.5853143287488	0.035838489473627735	3.72808369843758	612.8580437907253	18.85812954162221	0.8023089357717454	0.15382474035727614
45	49	Female	Never	old_4	589.2331651165431	12.98685114214003	514.774921901181	0.028701712675927943	3.132259253677411	589.233165116543	16.11911039581744	0.8056803895027504	0.12636465091138427
45	49	Male	Any	old_3	593.186283511422	18.42278217730288	512.8093358319604	0.02497874928735265	2.5832037312172837	593.186283511422	21.005985908520167	0.8770253516084898	0.13550034772156672
45	49	Male	Any	old_4	578.8990146388695	16.376067756184245	510.50076542642046	0.020569539043980106	2.209741316886493	578.8990146388696	18.585809073070738	0.8811059928465411	0.11815229855783667
45	49	Male	Current	old_3	669.1965311853949	37.082270000829965	521.2471692827595	0.04076217682293747	4.872448956183722	669.1965311853949	41.95471895701369	0.8838641021245791	0.2210850699428496
45	49	Male	Current	old_4	645.6770037348838	33.215080876659776	517.8394314116783	0.03444973543835087	4.257584847310907	645.6770037348839	37.472665723970685	0.8863815860159797	0.19798997267013696
45	49	Male	Former	old_3	592.3687405400357	18.335557904515245	512.8315617481675	0.025021006321113672	2.577674565379672	592.3687405400357	20.913232469894915	0.876744325914691	0.13426970963956972
45	49	Male	Former	old_4	578.1744274840919	16.30208593841881	510.503002696799	0.020573831380649006	2.201785658545055	578.1744274840919	18.503871596963865	0.8810094608035257	0.11704326855437554
45	49	Male	Never	old_3	565.2432735100515	11.495693681066117	509.64024019742027	0.01891577516266355	1.7302769897592831	565.2432735100516	13.225970670825399	0.869175803211478	0.09837009287584662
45	49	Male	Never	old_4	554.3537536004837	10.121992984677963	507.7546587475754	0.015272452185279834	1.448545131922862	554.3537536004837	11.570538116600824	0.8748074534368836	0.08406021344719132
50	54	Female	Any	old_3	690.6821986405765	33.11573582995584	528.9786166040108	0.05478220800313363	6.680785985387155	690.6821986405765	39.79652181534299	0.8321263849040328	0.2341215429539607
50	54	Female	Any	old_4	655.753314834579	28.989463591771717	523.5098624738567	0.04490815581345574	5.685470570830432	655.7533148345789	34.67493416260215	0.8360351444599896	0.20166646415517092
50	54	Female	Current	old_3	818.8181389759442	68.63812536836704	545.3655352826677	0.08318372238017253	11.536236495816382	818.8181389759442	80.17436186418342	0.8561106539848868	0.33396011968575867
50	54	Female	Current	old_4	770.5140222569746	61.48165839336484	537.8377067206204	0.07035153215889206	10.041942737459879	770.5140222569746	71.52360113082472	0.8595995926003218	0.3019754460208307
50	54	Female	Former	old_3	701.160660328208	35.71050885080574	531.2571388225265	0.05883617656753655	7.2845039161874	701.160660328208	42.995012766993135	0.8305732817044389	0.24231753308314669
50	54	Female	Former	old_4	665.0238842725018	31.36212559941566	525.4174415977611	0.048375709646159226	6.209950381730167	665.0238842725018	37.57207598114583	0.8347189975649361	0.20992696048422713
50	54	Female	Never	old_3	656.6557813965751	23.7897564797866	524.3033703295885	0.04635364124077789	5.320140280515578	656.6557813965751	29.109896760302178	0.8172394658654106	0.20155523611701037
50	54	Female	Never	old_4	625.3180454503597	20.459290272301246	519.4512724643224	0.03744580771174906	4.470585406636511	625.3180454503596	24.929875678937755	0.8206735779908632	0.16930068427785572
50	54	Male	Any	old_3	675.7401070943341	34.37962147776662	521.7838870118547	0.0417488687445037	4.668899943084239	675.7401070943341	39.04852142085086	0.8804333743456116	0.22783347986326777
50	54	Male	Any	old_4	648.7947704171514	30.590753945358568	517.8956054801769	0.03455446482034655	4.015780302401662	648.7947704171514	34.60653424776023	0.8839588999681016	0.20175742916794961
50	54	Male	Current	old_3	834.9851386516997	72.23791051103565	539.5183404867632	0.07324744595542226	9.329094323229265	834.9851386516997	81.56700483426492	0.8856266165199402	0.35385875087794294
50	54	Male	Current	old_4	789.2174259989939	64.78934301147527	533.3994362026262	0.06261618204999074	8.192354744454839	789.2174259989938	72.9816977559301	0.88774781902372	0.32414133465508865
50	54	Male	Former	old_3	673.9910140899768	34.07522125856546	521.7698484261074	0.04172308632201549	4.644830090219372	673.9910140899768	38.720051348784835	0.8800407042754311	0.22585043788662165
50	54	Male	Former	old_4	647.2217441079449	30.32898754058481	517.8513841625038	0.03447202171984929	3.9894452524071573	647.2217441079449	34.31843279299196	0.8837521143091993	0.19988568233867074
50	54	Male	Never	old_3	617.2197726286187	20.400987520832793	515.159267902924	0.029426371313542254	2.9402230992606837	617.2197726286187	23.341210620093477	0.8740329648227599	0.16535520936252404
50	54	Male	Never	old_4	597.2096314109117	17.955560110081983	512.1232176862238	0.02367246253937999	2.4693315644257487	597.2096314109117	20.42489167450773	0.8791018525935335	0.142473277806439
55	59	Female	Any	old_3	754.7439564676265	46.88466110395314	537.8244003637233	0.07032853165111719	9.211721524713123	754.7439564676264	56.09638262866626	0.8357876017480357	0.2874081392041031
55	59	Female	Any	old_4	709.0986013877405	41.07171541691603	530.845462752628	0.058106294424526146	7.865008253177519	709.0986013877405	48.93672367009355	0.839282083815022	0.25137990441140684
55	59	Female	Current	old_3	952.9728840384302	102.38728851982519	562.0524100971342	0.1104032452888338	16.689949904122024	952.9728840384302	119.07723842394722	0.8598392931762383	0.41021153958199247
55	59	Female	Current	old_4	887.1829950258028	91.8925378779461	552.2288511490565	0.09457827319304414	14.615632389308512	887.1829950258029	106.50817026725461	0.8627745425291377	0.37754797573301624
55	59	Female	Former	old_3	769.6404254987463	50.82636817425102	540.5984035108406	0.07509900740952984	10.007830550041481	769.6404254987461	60.834198724292506	0.8354900572390522	0.2975961428214748
55	59	Female	Former	old_4	722.3644552875498	44.67712516375973	533.1994384691934	0.06226457883096881	8.562524736058917	722.3644552875498	53.23964989981865	0.8391701532190563	0.2618692204934917
55	59	Female	Never	old_3	702.5576125049607	32.35192968986179	531.117226081946	0.058588244842853035	7.162218321496481	702.5576125049607	39.51414801135827	0.8187429393786319	0.24402324218187046
55	59	Female	Never	old_4	662.2558558246586	27.76617317962734	524.9583188195971	0.04754342949687428	6.022204117595569	662.2558558246586	33.78837729722291	0.8217669921043963	0.20731796600589503
55	59	Male	Any	old_3	783.5835678993168	54.450419809018925	535.3518963667572	0.06603487651146438	7.5347310865032044	783.5835678993168	61.98515089552213	0.8784429661354987	0.31679029742550074
55	59	Male	Any	old_4	739.1617262812832	48.38706018016626	529.0255590415416	0.05486608075066991	6.4924054271579905	739.1617262812832	54.87946560732425	0.881696999864891	0.2842898377557169
55	59	Male	Current	old_3	1056.9960844163668	118.92026545855262	566.4067410964101	0.11724214469599128	15.598296998050996	1056.9960844163668	134.5185624566036	0.8840435348609744	0.4641354405686768
55	59	Male	Current	old_4	980.7484812065461	106.75408522447219	556.2446907002382	0.10111501582052598	13.735952422179743	980.7484812065461	120.49003764665193	0.8859992685664049	0.4328365515122396
55	59	Male	Former	old_3	780.9306480446239	53.993773781912964	535.3848503597034	0.06609236390594493	7.521183490741151	780.9306480446239	61.514957272654115	0.8777340694978484	0.314427149580752
55	59	Male	Former	old_4	736.7176158047154	47.97339950658857	528.9972083626095	0.05481542795351166	6.469384123974496	736.7176158047154	54.44278363056307	0.881170952464989	0.2819539033489965
55	59	Male	Never	old_3	682.9001105329341	30.609152932590952	523.7173046256077	0.04528646354842641	4.526884335963951	682.9001105329344	35.1360372685549	0.8711612154391897	0.23309822835304672
55	59	Male	Never	old_4	650.2574702342822	26.802790032533046	518.862029297221	0.0363526876745419	3.7968906722510707	650.2574702342822	30.599680704784117	0.8759173107431332	0.20206679192738916
60	64	Female	Any	old_3	845.0499794565586	64.59478322225333	549.8553006516366	0.09066985549207718	12.218025562921918	845.0499794565586	76.81280878517525	0.8409376540689659	0.349322153696469
60	64	Female	Any	old_4	785.179017374973	56.638317541350716	540.8843191121739	0.07558791717105563	10.444118929194975	785.1790173749731	67.08243647054569	0.8443091891305895	0.31113248425757783
60	64	Female	Current	old_3	1148.6010610787364	144.55915558891888	585.8043768592935	0.14647274798341595	22.405282749952676	1148.6010610787364	166.96443833887156	0.8658080548596891	0.48998447179813576
60	64	Female	Current	old_4	1058.8299793050019	129.86144715552527	572.829508676459	0.1271399388008728	19.661654712582916	1058.829979305002	149.5231018681082	0.8685042346839076	0.45899764846811913
60	64	Female	Former	old_3	866.8938714613004	70.15851796284086	553.4741617754211	0.09661546187429595	13.212354105315224	866.8938714613005	83.37087206815609	0.8415231389865507	0.36154334458214127
60	64	Female	Former	old_4	804.7537786013231	61.73354715315417	543.98922277398	0.08086414386973412	11.320480739969298	804.7537786013231	73.05402789312348	0.8450396088148495	0.3240302347887781
60	64	Female	Never	old_3	765.4698675889001	43.696761025342084	540.0748051514253	0.07420232302854628	9.457183473845408	765.4698675889	53.15394449918749	0.8220793665841682	0.29445321361562
60	64	Female	Never	old_4	713.4781594052761	37.50187846302899	532.2313959588249	0.060558990325550885	7.954123292712387	713.4781594052762	45.456001755741376	0.8250148938427535	0.25403267227903736
60	64	Male	Any	old_3	914.0673986904368	78.40047515622604	551.8785743881031	0.09400360295853771	10.7643178457045	914.0673986904369	89.16479300193053	0.8792761415879535	0.3962386415063412
60	64	Male	Any	old_4	849.4287040908657	69.68246683823676	542.6491777741503	0.07859438385051919	9.288351773069063	849.428704090866	78.97081861130583	0.8823824808150171	0.3611598299412997
60	64	Male	Current	old_3	1329.1772578321422	174.6413500552401	599.6162187287293	0.1661332959604224	22.819209545292406	1329.177257832142	197.46055960053252	0.8844366207031105	0.548881674588166
60	64	Male	Current	old_4	1217.9491721080728	156.96122584962401	584.6918634280507	0.14484871216011438	20.146632680571862	1217.9491721080724	177.10785853019587	0.8862465344690678	0.5199373858795403
60	64	Male	Former	old_3	910.4812750431344	77.69646976597654	551.9920375142153	0.09418983242648038	10.744391045884635	910.4812750431344	88.44086081186119	0.8785132692371571	0.3937359804702579
60	64	Male	Former	old_4	846.1068103906126	69.05451939094357	542.6648869771367	0.07862105693773096	9.257140766972732	846.1068103906127	78.3116601579163	0.8817910289693054	0.35863311781332835
60	64	Male	Never	old_3	760.9416823608336	42.82339522914468	533.956491142424	0.06359411619806811	6.267444756381462	760.9416823608336	49.090839985526145	0.8723296493148346	0.29829512100609923
60	64	Male	Never	old_4	713.571072150329	37.41214384004577	526.9152123144198	0.05108072738343907	5.245738291603628	713.5710721503289	42.6578821316494	0.8770276903242782	0.2615799142101237
65	69	Female	Any	old_3	965.7041642037043	84.46595587140047	565.0073059725422	0.11505569093597054	15.512101854447094	965.7041642037045	99.97805772584756	0.8448449369062236	0.41492713098277567
65	69	Female	Any	old_4	888.4307529056617	74.3867327427059	553.6108632044069	0.0968385318418369	13.311600918064762	888.4307529056615	87.69833366077066	0.8482114726426174	0.37686661409030214
65	69	Female	Current	old_3	1437.724833335472	198.56560854358963	618.9716933709557	0.19220861736508327	29.876224555140965	1437.724833335472	228.4418330987306	0.8692173664084165	0.5694783320011503
65	69	Female	Current	old_4	1315.2410634948292	179.11003608996936	601.8218056057078	0.16918929267315028	26.360440288225846	1315.2410634948294	205.4704763781952	0.871706919880275	0.5424247141382887
65	69	Female	Former	old_3	998.832994912932	92.36001785539662	569.9002970824963	0.12265355438545733	16.775429545130283	998.832994912932	109.1354474005269	0.8462879848417675	0.429433849317148
65	69	Female	Former	old_4	918.2415231876049	81.63067430619324	557.8485725219966	0.1036994183931798	14.433900647873045	918.2415231876049	96.06457495406629	0.8497479361692416	0.39248165277315256
65	69	Female	Never	old_3	842.2465922663996	54.66239034396451	550.5115303843587	0.091753810041167	11.667127421420165	842.2465922663996	66.32951776538468	0.824103539201232	0.34637725407355063
65	69	Female	Never	old_4	776.8480084280683	47.03281697857656	540.7066511926508	0.0752841695267907	9.827443882269877	776.8480084280684	56.86026086084644	0.8271649877526858	0.3039736919880163
65	69	Male	Any	old_3	1076.8213330567605	105.15344792094126	573.3917043474119	0.12799575541634403	14.836617540176116	1076.8213330567607	119.99006546111738	0.8763512838903825	0.4675145386284918
65	69	Male	Any	old_4	987.9409882912543	93.51953290248406	560.5535954125464	0.10802463120048528	12.820658897170743	987.9409882912545	106.3401917996548	0.8794373164069057	0.4326041716498863
65	69	Male	Current	old_3	1676.1067182647446	242.87900040573282	642.9145147028067	0.22229162887832835	32.376666113480894	1676.1067182647448	275.2556665192137	0.8823760232699118	0.6164238782072248
65	69	Male	Current	old_4	1522.4279381478436	218.45961093782137	622.0712467079057	0.19623354616360267	28.63128536504725	1522.4279381478436	247.09089630286863	0.8841265065065254	0.5913952765050373
65	69	Male	Former	old_3	1072.2988079209545	104.03608671956921	573.6302163332878	0.12835832952444656	14.788393324368544	1072.2988079209545	118.82448004393775	0.8755442201901474	0.46504629857280094
65	69	Male	Former	old_4	983.7222517583367	92.51684490010834	560.6455239904798	0.10817088765611829	12.758373625228746	983.7222517583366	105.27521852533708	0.8788093361007071	0.4300774197306566
65	69	Male	Never	old_3	855.3677492014385	54.306180422327	547.2472858685547	0.08633626349295996	8.305031879243007	855.3677492014385	62.611212301570006	0.8673555171038471	0.36021987457504856
65	69	Male	Never	old_4	790.542440968792	47.38606233162459	537.4903745923609	0.06975078320387439	6.944263470458044	790.542440968792	54.33032580208264	0.8721843948487448	0.32009928026928125
70	74	Female	Any	old_3	1080.1883638899906	109.79861001124254	579.7420086396406	0.13754740462357468	19.32684466183733	1080.1883638899906	129.12545467307987	0.8503250601458165	0.4632954510342391
70	74	Female	Any	old_4	987.7860086004421	97.01344523057372	566.0958068510025	0.11675728039511694	16.597376580394144	987.7860086004421	113.61082181096786	0.8539102497822805	0.4269044085235799
70	74	Female	Current	old_3	1722.2180154606172	269.6699434578383	651.0880757720481	0.2320547425060591	38.5599813194214	1722.2180154606167	308.2299247772597	0.8748986447461695	0.6219479357856379
70	74	Female	Current	old_4	1568.8710575969076	243.24966431407833	629.9413634013466	0.20627533124628092	34.02629204381158	1568.8710575969071	277.2759563578899	0.8772836545557068	0.5984747373909431
70	74	Female	Former	old_3	1124.792020911661	120.62458775171027	585.8913781753325	0.14659949160342292	20.93243285630448	1124.7920209116608	141.55702060801474	0.8521272009936658	0.47911136700591195
70	74	Female	Former	old_4	1028.0107394492206	106.92732985222506	571.4556889208492	0.1250415216896128	18.023835774945397	1028.0107394492206	124.95116562717045	0.8557529600906248	0.444115059316385
70	74	Female	Never	old_3	912.4224699559431	68.12018728274363	560.6874633411564	0.10823759635986449	14.208191615901505	912.4224699559429	82.32837889864513	0.8274204860344296	0.3854957743771591
70	74	Female	Never	old_4	835.9952670268609	58.88581910708371	549.0937692342649	0.08940871666187039	11.968728757728345	835.9952670268609	70.85454786481206	0.8310803029811967	0.343185552727989
70	74	Male	Any	old_3	1232.6099020677052	128.1375912895751	594.423463453553	0.15884881613683316	18.055956507921543	1232.6099020677052	146.19354779749665	0.8764927947919278	0.5177521594979834
70	74	Male	Any	old_4	1121.9832124519776	113.8905466293161	578.1455812421246	0.13516592321648793	15.57055776569811	1121.9832124519774	129.46110439501422	0.8797279087146598	0.48471102345760786
70	74	Male	Current	old_3	2012.2711194214337	294.355506280057	685.030642682392	0.27010564368020484	38.63140234102734	2012.2711194214332	332.98690862108435	0.8839852218184735	0.6595733864732145
70	74	Male	Current	old_4	1819.0633406528245	264.66632543469325	658.4504986668296	0.24064147416950188	34.10698733518059	1819.0633406528248	298.7733127698738	0.8858432601661078	0.6380277234158734
70	74	Male	Former	old_3	1227.6500075534138	126.90792405051086	594.8921654147973	0.15951153995889727	18.04432978575187	1227.6500075534136	144.95225383626274	0.8755153555174474	0.5154220162468297
70	74	Male	Former	old_4	1117.2360057511967	112.7780255876959	578.395499355424	0.1355396081795063	15.533882331779475	1117.2360057511967	128.31190791947537	0.8789365493534079	0.48229783467591714
70	74	Male	Never	old_3	943.9529273553183	66.70049612816935	560.2563137571452	0.10755133369771273	10.367327692577335	943.9529273553184	77.06782382074668	0.8654778715863203	0.40647854620587864
70	74	Male	Never	old_4	864.0864251792901	58.15941155362248	547.9617041143485	0.08752747455566716	8.659444306725188	864.0864251792902	66.81885586034767	0.870404181645619	0.36584849831352073
75	79	Female	Any	old_3	1188.9620916071185	121.01554428959113	592.4632918322534	0.15606585776192336	20.700713206995673	1188.9620916071183	141.71625749658682	0.8539284513105756	0.5016970717448007
75	79	Female	Any	old_4	1081.4898865917862	106.83652291873378	576.7395208144816	0.13305750350887793	17.716477033238732	1081.489886591786	124.55299995197251	0.8577595317650303	0.46671760137117674
75	79	Female	Current	old_3	1957.5488428296853	278.74217819447443	676.1875600970906	0.26056019142350456	38.79301707790713	1957.5488428296856	317.53519527238154	0.8778308116533965	0.6545743609034835
75	79	Female	Current	old_4	1776.6310796528755	251.12132211951777	651.582383086764	0.2326373257187641	34.09466710408408	1776.6310796528755	285.21598922360187	0.8804601831864526	0.6332483482085248
75	79	Female	Former	old_3	1242.838428043484	132.2128798135682	599.4954373584667	0.16596529541053645	22.280578312232482	1242.8384280434836	154.4934581258007	0.8557830306698819	0.5176400859263646
75	79	Female	Former	old_4	1130.086242483209	117.07489646095097	582.8831833773389	0.14219518720217242	19.111225099077995	1130.0862424832087	136.18612156002897	0.8596683356559646	0.48421353922817995
75	79	Female	Never	old_3	987.9604238436486	79.71805341940204	570.166380496114	0.12306299160441686	15.861700274118547	987.9604238436483	95.57975369352059	0.8340474874524203	0.42288540437896427
75	79	Female	Never	old_4	899.7411768710683	69.06012210809938	556.8570085050744	0.10210342625966293	13.348148569663158	899.7411768710685	82.40827067776253	0.8380241635956925	0.38109200421215017
75	79	Male	Any	old_3	1385.5966880276976	145.78225119560705	616.6124602919119	0.18911791084582716	20.82392268311584	1385.596688027698	166.60617387872287	0.8750110983385638	0.5549841699104974
75	79	Male	Any	old_4	1253.415035551529	129.326171194235	596.6931074625328	0.16204830632906916	17.92132585113536	1253.4150355515294	147.24749704537035	0.878291134241736	0.5239461068057358
75	79	Male	Current	old_3	2332.3640797702	330.16798825030395	727.0686548311477	0.31230703362378	43.99823830762473	2332.3640797702	374.16622655792867	0.8824099152069972	0.6882696568955978
75	79	Male	Current	old_4	2101.2532932103104	296.49900001988175	694.636985956084	0.2801995717060611	38.765033979729566	2101.2532932103104	335.26403399961134	0.884374612101176	0.6694177764286511
75	79	Male	Former	old_3	1381.8532729398316	144.63654894402688	617.6115197897369	0.19042960829127215	20.868105409048468	1381.8532729398316	165.50465435307535	0.8739122746087249	0.5530556449920361
75	79	Male	Former	old_4	1249.539337300232	128.28105077028493	597.3563200865043	0.16297863906822987	17.928701429915908	1249.5393373002323	146.20975220020085	0.877376842788389	0.5219387639470732
75	79	Male	Never	old_3	1033.7161898494696	77.5001882814039	574.7061749950656	0.12999020759731192	12.130097580973429	1033.7161898494696	89.63028586237732	0.8646651914108746	0.44403872103545694
75	79	Male	Never	old_4	938.6142322379927	67.42221231856573	559.66628241093	0.1066104646395698	10.12106606919712	938.6142322379927	77.54327838776285	0.869478486341708	0.4037313060164398
80	84	Female	Any	old_3	1247.2358689743705	123.26856865901543	599.5276247884865	0.16601007305309726	20.076788400294205	1247.2358689743705	143.34535705930963	0.8599411322964066	0.5193149590209499
80	84	Female	Any	old_4	1131.4759761034973	109.06438992216239	582.4617057716765	0.1415744673934002	17.175428171475215	1131.475976103497	126.23981809363761	0.8639460319981177	0.485219555630761
80	84	Female	Current	old_3	2038.7287828327655	268.54931579684825	683.976208126814	0.2689804205772951	36.108759506858696	2038.728782832765	304.65807530370694	0.8814777534753915	0.6645084849508793
80	84	Female	Current	old_4	1846.1013444105902	241.43108715078077	657.6447931026694	0.23971115525590164	31.605450764689962	1846.1013444105895	273.0365379154707	0.8842446106078496	0.6437656063174375
80	84	Female	Former	old_3	1304.5104901538675	134.10825345659754	606.8319850216034	0.17604870484504884	21.517944881120545	1304.5104901538677	155.62619833771808	0.8617331457623522	0.5348201569846885
80	84	Female	Former	old_4	1183.0742835449882	118.95599622118606	588.8234191520614	0.15084899184202263	18.441240239583323	1183.0742835449885	137.39723646076936	0.8657815781844435	0.5022937888670029
80	84	Female	Never	old_3	1039.6254188226465	85.04837347460436	576.9649063841059	0.1333961659235954	15.774624193324568	1039.6254188226465	100.82299766792893	0.8435414086250447	0.44502616429145575
80	84	Female	Never	old_4	944.0673744131353	74.23626530589675	562.4232301125423	0.11098977917404158	13.313955988200245	944.0673744131353	87.550221294097	0.8479277860020905	0.40425519898708084
80	84	Male	Any	old_3	1495.008364106231	152.8091904590259	631.8900026350212	0.2087230405371687	21.721164550901634	1495.0083641062308	174.53035500992752	0.8755450617764108	0.5773334666172335
80	84	Male	Any	old_4	1345.7099910879926	135.18917098637863	609.1343162572605	0.1791629749704808	18.560076842004623	1345.7099910879924	153.74924782838326	0.8792834624939329	0.5473509743620303
80	84	Male	Current	old_3	2531.8666250272854	333.1110474473263	752.6403443211926	0.33567207262726423	43.65180117603528	2531.866625027285	376.7628486233616	0.8841398472924471	0.7027330204200303
80	84	Male	Current	old_4	2273.9431167479256	298.1950325135607	716.0170845071111	0.30169263999589074	38.20520115621724	2273.943116747925	336.40023366977795	0.8864293263430941	0.6851209341018514
80	84	Male	Former	old_3	1492.585089330436	152.26966491676433	633.328225162322	0.21051994821192438	21.881262952178087	1492.5850893304357	174.1509278689424	0.87435460023133	0.5756836714438643
80	84	Male	Former	old_4	1342.931422776915	134.68888019616125	610.1564962996595	0.1805381028764127	18.666703567575905	1342.931422776915	153.35558376373714	0.8782782921270463	0.5456532731671605
80	84	Male	Never	old_3	1108.6476542780613	85.6941981086045	585.8724669586089	0.1465719449224018	13.423584480112485	1108.6476542780613	99.11778258871698	0.8645693625349469	0.4715431321233233
80	84	Male	Never	old_4	1000.1880102898791	74.5198287196091	568.550803776402	0.1205711139990956	11.149102647471306	1000.1880102898791	85.6689313670804	0.8698582733605158	0.4315560695317454
